date,time,user_name,text,link,retweet_counts,favorite_counts
2019-03-29,18:27:53,damby2,국회의원선거까지 1년 남았다.그 선거에서 민평당 바미당 다 없어진다.기껏 비례대표 3석안으로 당선될거다.근데 무슨 통합이냐?1년만 참으면 볼일도 없는데.,https://twitter.com/damby2/status/1111696496972333056,0,0
2019-03-29,18:25:20,hRzVOmw3MzOKes2,그러든가 말든가. 거기 당선된다고 민주당 뭐 나아지겠소. 당대표 사퇴하고 이재명제명하고 사쿠라들 다 솎아내야 그나마 민주당 명맥이라도 이어갈 것 같네요. 한때 지지했던 미천한 1인. 아직은 당비 꼬박꼬박 내고있는 당원이기에 민주당 개발질 보고있자니 발모가지를 확 잘라버리고 싶네요.,https://twitter.com/hRzVOmw3MzOKes2/status/1111695854799192064,1,2
2019-03-29,17:45:24,hRzVOmw3MzOKes2,당선시킬 명단이 더 빠르겠네요. 민주당 싫어!!!!,https://twitter.com/hRzVOmw3MzOKes2/status/1111685802809974785,0,1
2019-03-29,17:43:51,DeongSil,아 반장선거 나갔는데 당선되서 신나가지고 그다음날 등교하는 애기같잖아ヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲ ,https://twitter.com/DeongSil/status/1111685415713427456,0,1
2019-03-29,17:39:46,wolchuck_378,끄는 순간 비명이 예약되어있으므로 절전만 해두고...(안 꺼지겠지) 자고 일어나서 백업용세카+로그백업+안내 모당선 방세팅 끝내놓고 고통의 길(ㅠ),https://twitter.com/wolchuck_378/status/1111684386905186304,0,0
2019-03-29,17:36:26,for_sincerity,"술주정임돠.. 김경수 국회의원 당선된 다음날, 새벽부터 김해고속도로변에서 출근시간이 끝날 때까지 차량들을 향해 허리 아프게 고개 숙여 당선사례하던 모습과 그 옆에 서서 같이 인사하다 결국은 펑펑 울고 있었던 경수씨 사모님 모습을 생각하면 지금도 마음 저민다. 경수 내놔라 사법적폐들아!!",https://twitter.com/for_sincerity/status/1111683548031770624,85,117
2019-03-29,17:28:42,bigstz9,".문재인은 원래 능력없는 사람이다 박근혜가 하도개판을 쳐놔서 운이좋아 보궐대선에 당선됐고, 김정은이 마음을바꿔 정상회담등이 이루어졌지 문이 한 일은 없다 그림은 201507 새정련 물재인의 셀프디스 ",https://twitter.com/bigstz9/status/1111681602751352833,0,0
2019-03-29,17:25:26,joriversea,수도권의원들 자기들 당선되려고 다른지역 특히 부울경 광주전남북의 당락은 전혀 신경도 안씀 늘 그랬음,https://twitter.com/joriversea/status/1111680778440605696,0,0
2019-03-29,17:18:36,mingmingte,이지경에 정의당 연대는 좌클릭이라 도움이 안되는데 문프 당선은 우클릭이 통했다고 봐야지않나 ( 내맘대로,https://twitter.com/mingmingte/status/1111679059153453058,0,2
2019-03-29,16:56:01,4ZV9Mk4D35fi8pW,양문석님 나도 돕고싶은데 나이가 많아서 그러네요 전북인데 멀리서나마 기도드리겠습니다 당선되세요,https://twitter.com/4ZV9Mk4D35fi8pW/status/1111673377817690112,0,0
2019-03-29,16:48:36,tengri_inside,"""문 대통령 국정지지도 43%···취임 후 최저치""라고 하는데... 문통이 대선투표때 41.1%로 당선되었다는 것을 잊지말자. ",https://twitter.com/tengri_inside/status/1111671508227678209,0,0
2019-03-29,16:36:18,di_u_u,"휴휴 저 이번에눈 응모 안하려구요...ㅋㅋㅋㅋ그때도 반재미삼아,,해본거였고 흐규 시간이,, 안될거 같아,, 튜리님 이번에두 꼭꼭 당선~~~!!! 될거예요 매우 응원응원",https://twitter.com/di_u_u/status/1111668415914086402,0,1
2019-03-29,16:33:42,crystalsnowinst,아니에요 이번에는 저희 둘 다 당선인걸루... 진짜 메일 주루룩 오면 낙선이고 띄엄띄엄 오면 당선이라는 게 팩트였다는 걸 느꼈어요 저 집 가는데 메일 하나 더 온 거 보고 소리 질렀던 기억이,https://twitter.com/crystalsnowinst/status/1111667762001117184,0,0
2019-03-29,16:33:11,april99_ANZ_0w0,그러니까요ㅠ 당선작보고 오..이쁘다!하면서 사야지 했는데 이리될줄이야......,https://twitter.com/april99_ANZ_0w0/status/1111667630593605633,0,0
2019-03-29,16:32:00,roze_kain,저도요ㅜㅠㅠ 분명 핀버튼 당선작(? 이 올라온 게 얼마전 인것 같은데 정신차려보니까 이렇게...되었더라고요..슬프네요..사고 싶었는데..,https://twitter.com/roze_kain/status/1111667332894515200,0,0
2019-03-29,16:26:08,objectivePOV,"성정이 안나올 양반, 겨쿨톤님 열의면 뒈진 이승만도 당선. 맘 챙기셔요.",https://twitter.com/objectivePOV/status/1111665857829036032,1,0
2019-03-29,16:23:13,nowhereryan,"브렉시트 협의안 세번째도 부결. 진짜 민폐다, 너네. 영국의회놈들!!! 이래서 EU의회 선거 참가했는데 막 극우 당선되고 그러면 진짜 볼만하겠다. 절레절레",https://twitter.com/nowhereryan/status/1111665120390852608,0,1
2019-03-29,16:04:25,Luo_e2,울언니 쯔요시님 1지망 당선되니까 바로 나한테 전화했는데 목소리에서 기쁨을 주체를 못 하더라 들떠가지고,https://twitter.com/Luo_e2/status/1111660390151184389,0,0
2019-03-29,15:52:44,topfarmerKR,ㅋㅋㅋ 캡틴마블 이벤트 당선작 ㅋㅋㅋ 독보적 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,https://twitter.com/topfarmerKR/status/1111657452578226178,0,0
2019-03-29,15:52:41,Ens_Ayaya,일본 라이브의 가챠 사랑 - 라이브 티켓 추첨으로 당선 - 좌석도 랜덤 - 굿즈도 랜덤,https://twitter.com/Ens_Ayaya/status/1111657436685852677,0,4
2019-03-29,15:50:33,youngkim28,"이언주 이제는 말 한다! 바른미래당 2중대파의 음모! (이언주, 전옥현) / 신의한수 19.03.29 https://youtu.be/Lzv9iU1Trkg 손학규가 창원 성산 보궐선거에서 바른당 선거운동 할수록 민주당 당선가능성은 높아진다. 그러지 마라. @YouTube 님이 공유",https://twitter.com/youngkim28/status/1111656901857542145,0,0
2019-03-29,15:42:53,coreazang,"노조 구성원들의 성향이 들여다 보면 되게 웃겨요. 상대적으로 안정적 수입이 있으니, 상당수가 자가 주택 소유를 하고 있어 집값 이슈에 민감하죠. 그러다 보니 노회찬 이전엔 새누리당 후보가 당선되는 일도 있었죠. 그런데 이번엔 집값이전에 직접적 생계 수단이 위협 받으니 정의당으로 대동단결.",https://twitter.com/coreazang/status/1111654972590977026,0,0
2019-03-29,15:33:05,ddong_e2,제 자린 없을것 같으니까 진짜 일본콘 당선 시켜 주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,https://twitter.com/ddong_e2/status/1111652505685876736,0,0
2019-03-29,15:21:59,zvuc_,5/5(일) 히나비타 라이브 밤부 당선분 티켓이 하나 남는데 혹시 트친분중에 관심있으신분 계실랑가요 (3연석중 한분이 못가게 되셔서 대타를 찾습니다),https://twitter.com/zvuc_/status/1111649711557996544,1,0
2019-03-29,15:20:41,0000kuma0000,지금 생각해보면 이건 좀 위험한 얘기지만 소설 이라고 생각 하고.. 적폐청산 절호의 기회에.. 70년 대기업 체제를 청산 하고 노동이 존중 받는 세상이 열릴수 있었는데.. 거짓 진보 대통령이 탄생 하여 적폐청산은 뭉개고 촛불이 꺼지기만 바라는데.. 애초 이재명 당선이 유력 하기에..,https://twitter.com/0000kuma0000/status/1111649385136320512,3,4
2019-03-29,15:16:03,Pedro_Tango_1,창원성산 이번에 정의당 안된다고 봅니다. 혹시 이번에 정의당 당선되면 다음 총선에 단일화 또 요구할겁니다. 역설적으로 ..단일화해도 안된다는 걸 민주당원들이 보여줘야 합니다. 이런밀 욕먹겠지만 이번 선거에서 적극적 역선택도 필요합니다. 혈압 오르네요 ㅜ,https://twitter.com/Pedro_Tango_1/status/1111648218402570240,0,0
2019-03-29,15:16:01,ja_1il,소설이 현실이 됐는데 사이즈가 너무 커 멸살법이 실제 있었으나 몰랐던 성류방송을 다룬거나 예언서가 아니라 정말 소설이라면 엄청나지 않나 만약 그 공모전에 무슨 뾰로롱 마법사 이런게 당선됐으면 세계가 전부 그걸로 맞춰지는건데 지금 나대는 성운들도 다 없던 존재가 되는거고,https://twitter.com/ja_1il/status/1111648210865418241,0,0
2019-03-29,15:12:30,Bluegoliath,MBC 경남 4.3 재보선 2차 여론조사 경남 창원 성산(당선 가능성 변화와 적극 투표층) ,https://twitter.com/Bluegoliath/status/1111647323732336640,0,0
2019-03-29,15:10:01,dotsu244, 교환 해주실 분 찾습니다 6월 10일 (월) 도쿄 나가노 ⇔ 7월 15일 (월) 오사카 페스티벌 1매 교환 제 명의 당선이며 동행입장 원합니다. ᴅᴍ주세요 #엔드리케리 #쯔요시 #ENDRECHERILIVE2019 #ENDRECHERI #도모토쯔요시,https://twitter.com/dotsu244/status/1111646702170062848,9,0
2019-03-29,15:07:16,M_Character_say,""" 그렇게 안 보이겠지만 바른 생활 청소년이거든? 학생부회장은 꽁으로 당선 된 게 아니라는 거야. 물론 당선 된 이유의 한 80%는 이 주체 못할 귀여움이지만. """,https://twitter.com/M_Character_say/status/1111646008956510208,0,0
2019-03-29,15:05:19,ddong_e2,와..... 돌아버려 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 일본콘 당선 되게 해주세뇨 진짜 돈 열심히 벌고 잇습니더,https://twitter.com/ddong_e2/status/1111645518998859776,0,0
2019-03-29,15:00:03,Cicci_Bocetti_b,"챕터 1, 제1대 갓파더 루치아노 보체티. 그의 유언대로 써니보이는 패밀리 비즈니스를 모두 합법화할 것이다. 그리고 상원의원에 당선될 것이다? 근본도 모르는 자식이 무슨..!",https://twitter.com/Cicci_Bocetti_b/status/1111644193233891328,0,0
2019-03-29,14:51:15,every1breath,"김경수 보석이 갖는 의미는 단순한 지지정당을 초월한다고 봅니다. 한마디로, 비상식이 상식으로 되는 것이죠 ! 대혼란입니다. 다음대선에서 선거조작해도, 당선이 되면 죄가 없어지는 것이죠 ! 그리고 반대세력에게 굴레와 족쇄를 씌우는 것이죠. #김경수_20년징역_찬성",https://twitter.com/every1breath/status/1111641976242204674,7,7
2019-03-29,14:42:02,orders0612,[야옹선생님이 이민갈 나라] 첵스초코왕국- 장점: 매일 노래를 부르며 맛있는 첵스초코를 먹을 수 있다. / 단점: 최근 차카가 대통령 당선돼 파맛 첵스가 탄생할 우려가 커지고 있다. #당신이_이민갈_나라 https://kr.shindanmaker.com/677397 앗..! 파맛 싫어요...,https://twitter.com/orders0612/status/1111639660499918848,0,0
2019-03-29,14:34:46,melancholeeblue,여환섭: 일단 연예인 사건 큰 거 하나 터뜨리고 기레기들한테 학의형 기사 단속시키고 해찬이새끼 비리로 협박하고 문재인인 털어도 먼지 안나니 청와대 공격해보지. 그러니 무일이형은 걱정마. 우리가 공을 갖고 있다. 우리가 남이가? 재명이 형 당선시키자. - 뭐 이런 생각일 것.,https://twitter.com/melancholeeblue/status/1111637828272902146,2,0
2019-03-29,14:24:42,blossom_rain13,민통님 안녕하세요 꼭 일본콘 당선 되실 거예요 파이팅입니다!!!,https://twitter.com/blossom_rain13/status/1111635295416537088,0,0
2019-03-29,14:16:59,songaxi1,당선율42%에 왔네여. 국민이 돌아서는데 대표는 여전히 촟불의 대표로 남아있나? ,https://twitter.com/songaxi1/status/1111633355857166340,0,0
2019-03-29,14:12:29,ani1223,통영고성에서 자유당이 또 당선된다면 그지역 사람들은 이명박근혜에게 두번 투표한 사람처럼 취급받을 것입니다. 우리는 지난 9년간의 온갖 비리와 부패를 경험했고 촛불혁명을 통해 정권을 교체한 위대한 시민들입니다. 부디 잘못된 역사를 또다시 반복하지 마시길 통영고성 분들께 부탁드립니다.,https://twitter.com/ani1223/status/1111632223562797057,3,5
2019-03-29,14:11:20,miru271,복심은 뭐하나 몰라????? 복심 워딩 쓰며 당선될땐 좋았지? 평생 놀림거리 될꺼다,https://twitter.com/miru271/status/1111631930573897728,2,1
2019-03-29,14:08:34,Peach_Rabbit_2,땅연하져 당선되시면 저 잊으시면 안대여 아니져 ,https://twitter.com/Peach_Rabbit_2/status/1111631234936041473,0,0
2019-03-29,14:06:28,timetime78,꼭 당선 되어서 자한당 찍소리 못하게 했으면 좋겠네여 ㅎㅎ,https://twitter.com/timetime78/status/1111630708764741633,1,7
2019-03-29,14:03:54,ani1223,똥파리들이 댓글에 똥을 하도 싸질러놔서 여기다 남긴다. 똥퍼리들 들어라. 창원성산이 어떤곳인지 알면서 저딴 똥을 싸지른다면 당신들은 정치에 입도 뻥끗하면 안되. 당대표까지 나서서 왜 저러는지 진짜 모른다면 당신들을 진정 똥대가리라 생각하마. 니들 설마 자유당 당선을 속으로 빌진 않겠지? ,https://twitter.com/ani1223/status/1111630061155901441,0,1
2019-03-29,14:03:19,dajaiosamu,"민주당, 국(회의원)개새끼들, 지들 선거땐, 개나소나, 강건너 가재까지 문프 팔며, 당선만 되려고 하던, 개잡놈들. 어느새끼 하나, 문프에게 힘 실어주는 놈이 없네. 문프는 내가 지킨다.민초가. ",https://twitter.com/dajaiosamu/status/1111629913000476672,0,0
2019-03-29,13:57:52,TRPG_WAJJI,헉헉! 초여명 크툴루의 부름 시나리오대회 당선작 일부가 한달간 공개 된다구요? 너무 좋아,https://twitter.com/TRPG_WAJJI/status/1111628542792523776,0,1
2019-03-29,13:51:32,KukppaOm,"의원님께서 양문석후보 많이 지원해주셔서 감사합니다 꼭 좀 당선됐으면 좋겠습니다 제가 작년에 채집한 ""8잎클로버""인데요. 8잎이니까 행운을 따블로 드립니다 의원님도 식사 거르지 마시고 잘 챙겨드세요^^ ",https://twitter.com/KukppaOm/status/1111626950458523648,3,15
2019-03-29,13:35:04,peach___97,Awaken 릴리스 이벤트 당선했어 ㅠㅠ 엔시티 일이칠 모두와 하이터치 ㅠㅠㅠ,https://twitter.com/peach___97/status/1111622805391589376,0,0
2019-03-29,13:33:34,kateyoonn,민주당 지지율 20%바닥까지 가봐라. 그래도 쟤네들 정신 못차린다. 이모든 상황의 시작은 이재명 개새키의 존재자체이고 그를 견마지로로 받드는 이해찬의 당대표 당선이 결정적이다. 시간을 되돌리고 싶다. 개새끼들.,https://twitter.com/kateyoonn/status/1111622428906577920,2,2
2019-03-29,13:31:16,icunafm,우리 동네는 죽었다 깨나도 민주당 후보가 당선될 리가 없어서 마음의 평화 ,https://twitter.com/icunafm/status/1111621847647293441,0,1
2019-03-29,13:27:27,ZE5mGJww4GF34Cz,"백지화(무산)재검토(축소)명령서=반도체클러스터(경기도용인시원삼면)예정지(120조원짜리)+문재인,않찍은(반대한)유권자들이,50%쯤되는데,다국민들+100%당선도,아니면서,120조원사업을,결제했다고?촛불들만,국민들이고,나머지4900만명은,국민들도,아니냐?+왜,대통령,됐는지,궁금하네(예타면제는,왜해?)",https://twitter.com/ZE5mGJww4GF34Cz/status/1111620890884636672,0,0
2019-03-29,13:24:10,19pa89he,직접부딪혀보세요 진퇴양난입니다 한곳으로 모아주지않으면 자한당이 당선됩니다 문정부 까대는것 목불인견입니다 그것도 가짜뉴스로요 최선이 아니면 차악을 선택하는겁니다 성산구에사는 문파ㆍ민주당지지자들 속이썩어 문드러집니다 해골찬은 정의당 선거운동하러 다니고있구요 한대갈기고싶어요,https://twitter.com/19pa89he/status/1111620060680880130,1,1
2019-03-29,13:09:28,shona_125_,@rammin3104 결국... 당선을 시켜주지 않는 걸가요ㅠㅠㅠㅠ,https://twitter.com/shona_125_/status/1111616362625921025,0,0
2019-03-29,13:00:33,nikioh8,Zㅋ ㅋ ㅋ ㅋ 큐 ㅠ ㅠ ㅠ ㅍ ㅍ서화...약간 친구들이 장난으로 밀어붙여서 얼떨결에 당선된 그런느낌이엇을 갓 같 애 ㅋ ㅋ ㅋ이제. 동생대신 아이 자랑하구 다니지 않을까요 동생 자랑한것처럼 사진.들고다니면서 구구절절 ㅣ덕질할듯,https://twitter.com/nikioh8/status/1111614121076645888,0,0
2019-03-29,12:59:47,icunafm,"내년 총선 때 절대 영업 안할라구요..,영업해도 당선될 리가 없지만 지금 민주당 하는 꼬라지 보면 주호영이나 도찐개찐이라 대통령님 힘들게 하기는 마찬가지고 변별력이 없죠",https://twitter.com/icunafm/status/1111613925773082624,0,0
2019-03-29,12:57:30,leninkra,미안합니다. 대변인님도 그렇고 문재인대통령님 그렇고 김정숙여사님도 그렇고 모두 미안합니다...그냥 힘없는 한명의 시민이라서. 오늘은 문재인 대통령님 당선이후 제일 마음이 착찹합니다. ,https://twitter.com/leninkra/status/1111613352734711808,1,3
2019-03-29,12:54:33,litatree,안떼어내고 있는 목적은 홍신지를 올릴 수 있게 되기까지 시간을 버는 목적이 한가지 있어요. 2020년 선거가 끝나고 홍신지를 지원하는 세력이 당선되면 깨어질 가능성도 있습니다. 그러나 저에게는 죽음과 같은 비참한 일이 일어날 수 있습니다. 그 비극을 일으키려고 작정을 했는데,https://twitter.com/litatree/status/1111612609222991872,0,0
2019-03-29,12:54:29,19pa89he,성산구주민인데 속이 썩어 문드러집니다 자한당 당선 안시킬려고 울며겨자먹는 심정으로 투표 했읍니다,https://twitter.com/19pa89he/status/1111612591388819456,0,3
2019-03-29,12:49:50,dokjoonglove,"갸 아!>당선후 모두에게 독즁과 은백을 강제로 연성하게 할 악독한 계획을 꾸미고 있다,..!!) ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 조와요 총리! 저와함게 세상을 독즁으로 채워바욧..!!^0^",https://twitter.com/dokjoonglove/status/1111611424319520769,0,0
2019-03-29,12:43:17,Lillieu123,당선되셨으니 먼저 본보기로 요꼬 뉴짤 부탁드립니다(급갸,https://twitter.com/Lillieu123/status/1111609774393589762,0,0
2019-03-29,12:38:17,dkssbfla1234,옷!좌장 ㅊㅊㅊㅊㅊㅊㅊㅊㅊ 하하 저는 못가는 좌장 도움이라도 드리자는 마음으로 시리얼놈버 카페에 쓰실분? 했는데 당선이 오늘...ㅎㅎ 너무 늦게 왔어요..ㅋ...,https://twitter.com/dkssbfla1234/status/1111608516219826177,0,0
2019-03-29,12:33:55,knocker2,거기는 원래 노회찬의원과 허성무시장의 각축장이었죠. 지난번에도 허성무시장과 단일화해서 노회찬의원이 당선된거죠. 지금은 허성무시장이 지선에서 시장이 되면서 민주당에 마땅한 후보가 없었던거구요.,https://twitter.com/knocker2/status/1111607415684775936,1,1
2019-03-29,12:33:20,jae6je,나 당선 메일 받으려고 메일함도 정리했어...보내달라,https://twitter.com/jae6je/status/1111607269853020161,0,0
2019-03-29,12:29:46,pjh9756,김무성. 당선되기 위해선 어떤 공약도 내건다.,https://twitter.com/pjh9756/status/1111606370682302464,4,2
2019-03-29,12:19:20,cafenoneko5124,그래도 당선! 짝짝! 열심히 일하느라 고생이 많다 첫째!,https://twitter.com/cafenoneko5124/status/1111603744918036481,0,0
2019-03-29,12:17:36,ggul_whitetiger,그리고 이중에 꼭 갓으면좋겟는거 >모당선 : 이건...이건 갓입니다 전 모당위-모당선루트...갓입니다 &gt;호달눈 : 마지막롤플대박 &gt;잊는사랑 : 갓시날 님들아 갓시날 &gt;창짚손 : 앤캐랑 가세요 전 관캐랑 갔지만 흐발 &gt;장미하나 : ...kpc가 탐사자에게 감정을 잃은 설정으로 시작함(모든 설명을 생략한다),https://twitter.com/ggul_whitetiger/status/1111603310824288257,0,1
2019-03-29,12:12:07,ggul_whitetiger,최근 플레이 한 시날 중에 좋앗던거... >사막별 >기계신 >모당선 &gt;호달눈 &gt;잊는사랑 &gt;타생회상 &gt;창짚손 &gt;장미하나,https://twitter.com/ggul_whitetiger/status/1111601931800080385,0,1
2019-03-29,12:09:46,1KLc9pw5dS7WQEJ,세월호란 이름으로 국회의원 당선된분은 손혜원등등..이런 사람들 방패막이 하지말고 임기안에 세월호 침몰원인과 각종 의혹해결에 매진하길 바란다.....,https://twitter.com/1KLc9pw5dS7WQEJ/status/1111601338297651202,1,1
2019-03-29,12:01:58,mh69y,공격하면 무조건 사퇴하는겁니까? 저들은 몇십억.몇백억..심지어 투기해서 이득까지 보는자들인데 왜 그런건 민주당선 잠자코 있는지 이해불가입니다..다들 몸사리고 샌님처럼 있어봤자 국민들 지지 어디 얻겠습니까? 만만하게 있어봤자 만만하게 당하는겁니다~!,https://twitter.com/mh69y/status/1111599378387468288,1,5
2019-03-29,12:01:38,icunafm,민주당이 당선 될 리가 없는 대구 수성을 주민이라 행복,https://twitter.com/icunafm/status/1111599294195236864,0,1
2019-03-29,11:56:52,cafeholmes2012,"카페홈즈 앤솔러지 에서 '죽은 이의 자화상' 쓰신 조영주 작가님의 또 다른 소설 , 드디어 카카오페이지 론칭. 축하드립니다! CJ ENMX카카오페이지 제2회 추미스 소설 공모전 금상 당선작입니다. ",https://twitter.com/cafeholmes2012/status/1111598091767939074,1,1
2019-03-29,11:56:49,_topaz_love,당선됐는데 입금안하면 나중에 당선 안돼요...?,https://twitter.com/_topaz_love/status/1111598079579439104,0,0
2019-03-29,11:51:19,T_Etiquette,"너....원래 성격이 그랬던가...? 캐붕도 적당선이 있어. 캐붕이라 해서, 본 캐릭터 설정까지 부수라고는 한적 없다?",https://twitter.com/T_Etiquette/status/1111596695639359494,0,0
2019-03-29,11:51:07,zihana1,왜요. 범민주진보 후보를 낸 우리편인데 적대시 하나요? 자유당 당선시키려고요?,https://twitter.com/zihana1/status/1111596646515695616,0,0
2019-03-29,11:43:53,ncgo1hit,아마 당선 되면. 김지사 잡아 먹을려고 할걸요.. 여기 요주의 인물들 많음.. 찢빠 의원들 말이죠... 지금도 김지사 순탄 하지 않음.. 골때리는 놈 들어 오면 더 호흡 곤란.,https://twitter.com/ncgo1hit/status/1111594826246447104,1,1
2019-03-29,11:37:34,Melonaronarona,2017년말에 헬렌클락 이후로 최대득표수를 얻은 민주당을 민족-포퓰리즘적인 정당과의 합당으로 표를 제치고 10년만에 노동당에서 제신다 아던 총리가 당선되었을때 많은 사람들이 총리의 리더쉽과 자질의 부족함을 지적했는데 이는 여성이어서기보다는 정치적으로 젊은 나이와 무엇보다,https://twitter.com/Melonaronarona/status/1111593235476996102,0,0
2019-03-29,11:37:02,feelyeseul,"어휴... 야당은 말할 것도 없고 더민주(전부말고 일부(라기엔 다수를 차지하는)) 의원님들아 속이 후련하십니까? 뉴스에 달린 댓글대로 나베띠 지역구 출마해서 당선되어야 속이 좀 풀릴듯.. ㅡㅡㅡㅡ 떠나는 김의겸, 文대통령과 마지막 식사..""조금 걱정하셔"" | 다음뉴스 ",https://twitter.com/feelyeseul/status/1111593103582875648,16,12
